id,region,province,sex,value,year
1362,ตะวันออกเฉียงเหนือ,ยโสธร,หญิง,267864,2563
1363,ตะวันออกเฉียงเหนือ,ชัยภูมิ,หญิง,571350,2563
1364,ตะวันออกเฉียงเหนือ,อำนาจเจริญ,หญิง,188905,2563
1365,ตะวันออกเฉียงเหนือ,บึงกาฬ,หญิง,210453,2563
1366,ตะวันออกเฉียงเหนือ,หนองบัวลำภู,หญิง,255767,2563
1367,ตะวันออกเฉียงเหนือ,ขอนแก่น,หญิง,912770,2563
1368,ตะวันออกเฉียงเหนือ,อุดรธานี,หญิง,792321,2563
1369,ตะวันออกเฉียงเหนือ,เลย,หญิง,316913,2563
1370,ตะวันออกเฉียงเหนือ,หนองคาย,หญิง,258984,2563
1371,ตะวันออกเฉียงเหนือ,มหาสารคาม,หญิง,488087,2563
1372,ตะวันออกเฉียงเหนือ,ร้อยเอ็ด,หญิง,655170,2563
1373,ตะวันออกเฉียงเหนือ,กาฬสินธุ์,หญิง,494611,2563
1374,ตะวันออกเฉียงเหนือ,สกลนคร,หญิง,577427,2563
1375,ตะวันออกเฉียงเหนือ,นครพนม,หญิง,359132,2563
1376,ตะวันออกเฉียงเหนือ,มุกดาหาร,หญิง,174563,2563
1377,ใต้,นครศรีธรรมราช,ชาย,766953,2563
1378,ใต้,กระบี่,ชาย,235841,2563
1379,ใต้,พังงา,ชาย,131795,2563
1380,ใต้,ภูเก็ต,ชาย,190084,2563
1381,ใต้,สุราษฎร์ธานี,ชาย,522026,2563
1382,ใต้,ระนอง,ชาย,90064,2563
1383,ใต้,ชุมพร,ชาย,249914,2563
1384,ใต้,สงขลา,ชาย,692869,2563
1385,ใต้,สตูล,ชาย,160828,2563
1386,ใต้,ตรัง,ชาย,313320,2563
1387,ใต้,พัทลุง,ชาย,255172,2563
1388,ใต้,ปัตตานี,ชาย,357801,2563
1389,ใต้,ยะลา,ชาย,266628,2563
1390,ใต้,นราธิวาส,ชาย,398187,2563
1391,ใต้,นครศรีธรรมราช,หญิง,786398,2563
1392,ใต้,กระบี่,หญิง,239299,2563
1393,ใต้,พังงา,หญิง,132616,2563
1394,ใต้,ภูเก็ต,หญิง,214024,2563
1395,ใต้,สุราษฎร์ธานี,หญิง,538246,2563
1396,ใต้,ระนอง,หญิง,88651,2563
1397,ใต้,ชุมพร,หญิง,256157,2563
1398,ใต้,สงขลา,หญิง,729293,2563
1399,ใต้,สตูล,หญิง,162501,2563
1400,ใต้,ตรัง,หญิง,327131,2563
1401,ใต้,พัทลุง,หญิง,268462,2563
1402,ใต้,ปัตตานี,หญิง,366132,2563
1403,ใต้,ยะลา,หญิง,269325,2563
1404,ใต้,นราธิวาส,หญิง,406777,2563
1405,ทั่วราชอาณาจักร,ทั่วราชอาณาจักร,ชาย,31851887,2564
1406,ทั่วราชอาณาจักร,ทั่วราชอาณาจักร,หญิง,33361064,2564
1407,กรุงเทพมหานคร,กรุงเทพมหานคร,ชาย,2554097,2564
1408,กรุงเทพมหานคร,กรุงเทพมหานคร,หญิง,2903889,2564
1409,กลาง,สมุทรปราการ,ชาย,635287,2564
1410,กลาง,นนทบุรี,ชาย,591284,2564
1411,กลาง,ปทุมธานี,ชาย,555582,2564
1412,กลาง,พระนครศรีอยุธยา,ชาย,392665,2564
1413,กลาง,อ่างทอง,ชาย,131691,2564
1414,กลาง,ลพบุรี,ชาย,369152,2564
1415,กลาง,สิงห์บุรี,ชาย,97362,2564
1416,กลาง,ชัยนาท,ชาย,154306,2564
1417,กลาง,สระบุรี,ชาย,312969,2564
1418,กลาง,ชลบุรี,ชาย,755322,2564
1419,กลาง,ระยอง,ชาย,362278,2564
1420,กลาง,จันทบุรี,ชาย,260234,2564
1421,กลาง,ตราด,ชาย,108244,2564
1422,กลาง,ฉะเชิงเทรา,ชาย,352066,2564
1423,กลาง,ปราจีนบุรี,ชาย,243755,2564
1424,กลาง,นครนายก,ชาย,127989,2564
1425,กลาง,สระแก้ว,ชาย,278509,2564
1426,กลาง,ราชบุรี,ชาย,408278,2564
1427,กลาง,กาญจนบุรี,ชาย,407164,2564
1428,กลาง,สุพรรณบุรี,ชาย,402402,2564
1429,กลาง,นครปฐม,ชาย,436777,2564
1430,กลาง,สมุทรสาคร,ชาย,264593,2564
1431,กลาง,สมุทรสงคราม,ชาย,90565,2564
1432,กลาง,เพชรบุรี,ชาย,230495,2564
1433,กลาง,ประจวบคีรีขันธ์,ชาย,265936,2564
1434,กลาง,สมุทรปราการ,หญิง,699914,2564
1435,กลาง,นนทบุรี,หญิง,681359,2564
1436,กลาง,ปทุมธานี,หญิง,618031,2564
1437,กลาง,พระนครศรีอยุธยา,หญิง,425023,2564
1438,กลาง,อ่างทอง,หญิง,143573,2564
1439,กลาง,ลพบุรี,หญิง,370635,2564
1440,กลาง,สิงห์บุรี,หญิง,107556,2564
1441,กลาง,ชัยนาท,หญิง,166802,2564
1442,กลาง,สระบุรี,หญิง,324495,2564
1443,กลาง,ชลบุรี,หญิง,798239,2564
1444,กลาง,ระยอง,หญิง,376663,2564
1445,กลาง,จันทบุรี,หญิง,272131,2564
1446,กลาง,ตราด,หญิง,110649,2564
1447,กลาง,ฉะเชิงเทรา,หญิง,366389,2564
1448,กลาง,ปราจีนบุรี,หญิง,249737,2564
1449,กลาง,นครนายก,หญิง,130871,2564
1450,กลาง,สระแก้ว,หญิง,278744,2564
1451,กลาง,ราชบุรี,หญิง,434115,2564
1452,กลาง,กาญจนบุรี,หญิง,408521,2564
1453,กลาง,สุพรรณบุรี,หญิง,432078,2564
1454,กลาง,นครปฐม,หญิง,474055,2564
1455,กลาง,สมุทรสาคร,หญิง,287274,2564
1456,กลาง,สมุทรสงคราม,หญิง,99107,2564
1457,กลาง,เพชรบุรี,หญิง,247917,2564
1458,กลาง,ประจวบคีรีขันธ์,หญิง,273564,2564
1459,เหนือ,เชียงใหม่,ชาย,782835,2564
1460,เหนือ,ลำพูน,ชาย,191478,2564
1461,เหนือ,ลำปาง,ชาย,352676,2564
1462,เหนือ,อุตรดิตถ์,ชาย,217752,2564
1463,เหนือ,แพร่,ชาย,209836,2564
1464,เหนือ,น่าน,ชาย,237563,2564
1465,เหนือ,พะเยา,ชาย,225654,2564
1466,เหนือ,เชียงราย,ชาย,570867,2564
1467,เหนือ,แม่ฮ่องสอน,ชาย,122151,2564
1468,เหนือ,นครสวรรค์,ชาย,504862,2564
1469,เหนือ,อุทัยธานี,ชาย,158893,2564
1470,เหนือ,กำแพงเพชร,ชาย,351292,2564
1471,เหนือ,ตาก,ชาย,272644,2564
1472,เหนือ,สุโขทัย,ชาย,283793,2564
1473,เหนือ,พิษณุโลก,ชาย,414425,2564
1474,เหนือ,พิจิตร,ชาย,258485,2564
1475,เหนือ,เพชรบูรณ์,ชาย,482353,2564
1476,เหนือ,เชียงใหม่,หญิง,845828,2564
1477,เหนือ,ลำพูน,หญิง,207149,2564
1478,เหนือ,ลำปาง,หญิง,371445,2564
1479,เหนือ,อุตรดิตถ์,หญิง,228597,2564
1480,เหนือ,แพร่,หญิง,225502,2564
1481,เหนือ,น่าน,หญิง,236953,2564
1482,เหนือ,พะเยา,หญิง,237848,2564
1483,เหนือ,เชียงราย,หญิง,597676,2564
1484,เหนือ,แม่ฮ่องสอน,หญิง,119071,2564
1485,เหนือ,นครสวรรค์,หญิง,530838,2564
1486,เหนือ,อุทัยธานี,หญิง,166132,2564
1487,เหนือ,กำแพงเพชร,หญิง,360296,2564
1488,เหนือ,ตาก,หญิง,271617,2564
1489,เหนือ,สุโขทัย,หญิง,302120,2564
1490,เหนือ,พิษณุโลก,หญิง,432390,2564
1491,เหนือ,พิจิตร,หญิง,271748,2564
1492,เหนือ,เพชรบูรณ์,หญิง,495858,2564
1493,ตะวันออกเฉียงเหนือ,นครราชสีมา,ชาย,1291415,2564
1494,ตะวันออกเฉียงเหนือ,บุรีรัมย์,ชาย,782916,2564
1495,ตะวันออกเฉียงเหนือ,สุรินทร์,ชาย,684072,2564
1496,ตะวันออกเฉียงเหนือ,ศรีสะเกษ,ชาย,725142,2564
1497,ตะวันออกเฉียงเหนือ,อุบลราชธานี,ชาย,928994,2564
1498,ตะวันออกเฉียงเหนือ,ยโสธร,ชาย,266279,2564
1499,ตะวันออกเฉียงเหนือ,ชัยภูมิ,ชาย,554358,2564
1500,ตะวันออกเฉียงเหนือ,อำนาจเจริญ,ชาย,186874,2564
1501,ตะวันออกเฉียงเหนือ,บึงกาฬ,ชาย,211171,2564
1502,ตะวันออกเฉียงเหนือ,หนองบัวลำภู,ชาย,253541,2564
1503,ตะวันออกเฉียงเหนือ,ขอนแก่น,ชาย,878568,2564
1504,ตะวันออกเฉียงเหนือ,อุดรธานี,ชาย,771402,2564
1505,ตะวันออกเฉียงเหนือ,เลย,ชาย,318451,2564
1506,ตะวันออกเฉียงเหนือ,หนองคาย,ชาย,254292,2564
1507,ตะวันออกเฉียงเหนือ,มหาสารคาม,ชาย,465733,2564
1508,ตะวันออกเฉียงเหนือ,ร้อยเอ็ด,ชาย,642249,2564
1509,ตะวันออกเฉียงเหนือ,กาฬสินธุ์,ชาย,482065,2564
1510,ตะวันออกเฉียงเหนือ,สกลนคร,ชาย,569192,2564
1511,ตะวันออกเฉียงเหนือ,นครพนม,ชาย,356576,2564
1512,ตะวันออกเฉียงเหนือ,มุกดาหาร,ชาย,174096,2564
1513,ตะวันออกเฉียงเหนือ,นครราชสีมา,หญิง,1337608,2564
1514,ตะวันออกเฉียงเหนือ,บุรีรัมย์,หญิง,795542,2564
1515,ตะวันออกเฉียงเหนือ,สุรินทร์,หญิง,691677,2564
1516,ตะวันออกเฉียงเหนือ,ศรีสะเกษ,หญิง,731686,2564
1517,ตะวันออกเฉียงเหนือ,อุบลราชธานี,หญิง,930500,2564
1518,ตะวันออกเฉียงเหนือ,ยโสธร,หญิง,267325,2564
1519,ตะวันออกเฉียงเหนือ,ชัยภูมิ,หญิง,568094,2564
1520,ตะวันออกเฉียงเหนือ,อำนาจเจริญ,หญิง,188625,2564
1521,ตะวันออกเฉียงเหนือ,บึงกาฬ,หญิง,210076,2564
1522,ตะวันออกเฉียงเหนือ,หนองบัวลำภู,หญิง,255102,2564
1523,ตะวันออกเฉียงเหนือ,ขอนแก่น,หญิง,910563,2564
1524,ตะวันออกเฉียงเหนือ,อุดรธานี,หญิง,788458,2564
1525,ตะวันออกเฉียงเหนือ,เลย,หญิง,316243,2564
1526,ตะวันออกเฉียงเหนือ,หนองคาย,หญิง,258054,2564
1527,ตะวันออกเฉียงเหนือ,มหาสารคาม,หญิง,484509,2564
1528,ตะวันออกเฉียงเหนือ,ร้อยเอ็ด,หญิง,653902,2564
1529,ตะวันออกเฉียงเหนือ,กาฬสินธุ์,หญิง,493409,2564
1530,ตะวันออกเฉียงเหนือ,สกลนคร,หญิง,576357,2564
1531,ตะวันออกเฉียงเหนือ,นครพนม,หญิง,358906,2564
1532,ตะวันออกเฉียงเหนือ,มุกดาหาร,หญิง,174228,2564
1533,ใต้,นครศรีธรรมราช,ชาย,763342,2564
1534,ใต้,กระบี่,ชาย,236443,2564
1535,ใต้,พังงา,ชาย,131577,2564
1536,ใต้,ภูเก็ต,ชาย,190445,2564
1537,ใต้,สุราษฎร์ธานี,ชาย,522143,2564
1538,ใต้,ระนอง,ชาย,90237,2564
1539,ใต้,ชุมพร,ชาย,249223,2564
1540,ใต้,สงขลา,ชาย,691343,2564
1541,ใต้,สตูล,ชาย,161179,2564
1542,ใต้,ตรัง,ชาย,312272,2564
1543,ใต้,พัทลุง,ชาย,254467,2564
1544,ใต้,ปัตตานี,ชาย,358656,2564
1545,ใต้,ยะลา,ชาย,268166,2564
1546,ใต้,นราธิวาส,ชาย,398447,2564
1547,ใต้,นครศรีธรรมราช,หญิง,783758,2564
1548,ใต้,กระบี่,หญิง,239923,2564
1549,ใต้,พังงา,หญิง,132426,2564
1550,ใต้,ภูเก็ต,หญิง,214790,2564
1551,ใต้,สุราษฎร์ธานี,หญิง,540056,2564
1552,ใต้,ระนอง,หญิง,89092,2564
1553,ใต้,ชุมพร,หญิง,256018,2564
1554,ใต้,สงขลา,หญิง,728742,2564
1555,ใต้,สตูล,หญิง,162766,2564
1556,ใต้,ตรัง,หญิง,326501,2564
1557,ใต้,พัทลุง,หญิง,268005,2564
1558,ใต้,ปัตตานี,หญิง,367549,2564
1559,ใต้,ยะลา,หญิง,270794,2564
1560,ใต้,นราธิวาส,หญิง,407381,2564
1561,ทั่วราชอาณาจักร,ทั่วราชอาณาจักร,ชาย,31792250,2565
1562,ทั่วราชอาณาจักร,ทั่วราชอาณาจักร,หญิง,33359882,2565
1563,กรุงเทพมหานคร,กรุงเทพมหานคร,ชาย,2527111,2565
1564,กรุงเทพมหานคร,กรุงเทพมหานคร,หญิง,2884392,2565
1565,กลาง,สมุทรปราการ,ชาย,636538,2565
1566,กลาง,นนทบุรี,ชาย,594892,2565
1567,กลาง,ปทุมธานี,ชาย,560947,2565
1568,กลาง,พระนครศรีอยุธยา,ชาย,392716,2565
1569,กลาง,อ่างทอง,ชาย,130662,2565
1570,กลาง,ลพบุรี,ชาย,366711,2565
1571,กลาง,สิงห์บุรี,ชาย,96590,2565
1572,กลาง,ชัยนาท,ชาย,153197,2565
1573,กลาง,สระบุรี,ชาย,312446,2565
1574,กลาง,ชลบุรี,ชาย,761521,2565
1575,กลาง,ระยอง,ชาย,366518,2565
1576,กลาง,จันทบุรี,ชาย,260011,2565
1577,กลาง,ตราด,ชาย,107944,2565
1578,กลาง,ฉะเชิงเทรา,ชาย,353207,2565
1579,กลาง,ปราจีนบุรี,ชาย,244636,2565
1580,กลาง,นครนายก,ชาย,128055,2565
1581,กลาง,สระแก้ว,ชาย,278972,2565
1582,กลาง,ราชบุรี,ชาย,406907,2565
1583,กลาง,กาญจนบุรี,ชาย,407128,2565
1584,กลาง,สุพรรณบุรี,ชาย,400243,2565
1585,กลาง,นครปฐม,ชาย,436677,2565
1586,กลาง,สมุทรสาคร,ชาย,265598,2565
1587,กลาง,สมุทรสงคราม,ชาย,89847,2565
1588,กลาง,เพชรบุรี,ชาย,230277,2565
1589,กลาง,ประจวบคีรีขันธ์,ชาย,266075,2565
1590,กลาง,สมุทรปราการ,หญิง,703249,2565
1591,กลาง,นนทบุรี,หญิง,703249,2565
1592,กลาง,ปทุมธานี,หญิง,624869,2565
1593,กลาง,พระนครศรีอยุธยา,หญิง,425609,2565
1594,กลาง,อ่างทอง,หญิง,89357,2565
1595,กลาง,ลพบุรี,หญิง,256204,2565
1596,กลาง,สิงห์บุรี,หญิง,729987,2565
1597,กลาง,ชัยนาท,หญิง,163074,2565
1598,กลาง,สระบุรี,หญิง,326078,2565
1599,กลาง,ชลบุรี,หญิง,267819,2565
1600,กลาง,ระยอง,หญิง,369212,2565
1601,กลาง,จันทบุรี,หญิง,272651,2565
1602,กลาง,ตราด,หญิง,409752,2565
1603,กลาง,ฉะเชิงเทรา,หญิง,945678,2565
1604,กลาง,ปราจีนบุรี,หญิง,1292363,2565
1605,กลาง,นครนายก,หญิง,972899,2565
1606,กลาง,สระแก้ว,หญิง,1144634,2565
1607,กลาง,ราชบุรี,หญิง,715169,2565
1608,กลาง,กาญจนบุรี,หญิง,348576,2565
1609,กลาง,สุพรรณบุรี,หญิง,430242,2565
1610,กลาง,นครปฐม,หญิง,474064,2565
1611,กลาง,สมุทรสาคร,หญิง,289082,2565
1612,กลาง,สมุทรสงคราม,หญิง,98535,2565
1613,กลาง,เพชรบุรี,หญิง,248425,2565
1614,กลาง,ประจวบคีรีขันธ์,หญิง,274509,2565
1615,เหนือ,เชียงใหม่,ชาย,782286,2565
1616,เหนือ,ลำพูน,ชาย,190539,2565
1617,เหนือ,ลำปาง,ชาย,349799,2565
1618,เหนือ,อุตรดิตถ์,ชาย,216072,2565
1619,เหนือ,แพร่,ชาย,207926,2565
1620,เหนือ,น่าน,ชาย,236660,2565
1621,เหนือ,พะเยา,ชาย,223837,2565
1622,เหนือ,เชียงราย,ชาย,569772,2565
1623,เหนือ,แม่ฮ่องสอน,ชาย,122337,2565
1624,เหนือ,นครสวรรค์,ชาย,501784,2565
1625,เหนือ,อุทัยธานี,ชาย,158293,2565
1626,เหนือ,กำแพงเพชร,ชาย,349765,2565
1627,เหนือ,ตาก,ชาย,273389,2565
1628,เหนือ,สุโขทัย,ชาย,282006,2565
1629,เหนือ,พิษณุโลก,ชาย,412638,2565
1630,เหนือ,พิจิตร,ชาย,256831,2565
1631,เหนือ,เพชรบูรณ์,ชาย,479449,2565
1632,เหนือ,เชียงใหม่,หญิง,848021,2565
1633,เหนือ,ลำพูน,หญิง,206764,2565
1634,เหนือ,ลำปาง,หญิง,369167,2565
1635,เหนือ,อุตรดิตถ์,หญิง,227356,2565
1636,เหนือ,แพร่,หญิง,224051,2565
1637,เหนือ,น่าน,หญิง,236754,2565
1638,เหนือ,พะเยา,หญิง,236683,2565
1639,เหนือ,เชียงราย,หญิง,597980,2565
1640,เหนือ,แม่ฮ่องสอน,หญิง,119528,2565
1641,เหนือ,นครสวรรค์,หญิง,528165,2565
1642,เหนือ,อุทัยธานี,หญิง,165726,2565
1643,เหนือ,กำแพงเพชร,หญิง,359116,2565
1644,เหนือ,ตาก,หญิง,272740,2565
1645,เหนือ,สุโขทัย,หญิง,300766,2565
1646,เหนือ,พิษณุโลก,หญิง,431609,2565
1647,เหนือ,พิจิตร,หญิง,270220,2565
1648,เหนือ,เพชรบูรณ์,หญิง,494450,2565
1649,ตะวันออกเฉียงเหนือ,นครราชสีมา,ชาย,1289116,2565
1650,ตะวันออกเฉียงเหนือ,บุรีรัมย์,ชาย,780977,2565
1651,ตะวันออกเฉียงเหนือ,สุรินทร์,ชาย,682307,2565
1652,ตะวันออกเฉียงเหนือ,ศรีสะเกษ,ชาย,723815,2565
1653,ตะวันออกเฉียงเหนือ,อุบลราชธานี,ชาย,928720,2565
1654,ตะวันออกเฉียงเหนือ,ยโสธร,ชาย,265145,2565
1655,ตะวันออกเฉียงเหนือ,ชัยภูมิ,ชาย,552000,2565
1656,ตะวันออกเฉียงเหนือ,อำนาจเจริญ,ชาย,186517,2565
1657,ตะวันออกเฉียงเหนือ,บึงกาฬ,ชาย,210892,2565
1658,ตะวันออกเฉียงเหนือ,หนองบัวลำภู,ชาย,253048,2565
1659,ตะวันออกเฉียงเหนือ,ขอนแก่น,ชาย,875266,2565
1660,ตะวันออกเฉียงเหนือ,อุดรธานี,ชาย,768924,2565
1661,ตะวันออกเฉียงเหนือ,เลย,ชาย,317910,2565
1662,ตะวันออกเฉียงเหนือ,หนองคาย,ชาย,253551,2565
1663,ตะวันออกเฉียงเหนือ,มหาสารคาม,ชาย,463410,2565
1664,ตะวันออกเฉียงเหนือ,ร้อยเอ็ด,ชาย,639621,2565
1665,ตะวันออกเฉียงเหนือ,กาฬสินธุ์,ชาย,480247,2565
1666,ตะวันออกเฉียงเหนือ,สกลนคร,ชาย,568295,2565
1667,ตะวันออกเฉียงเหนือ,นครพนม,ชาย,356168,2565
1668,ตะวันออกเฉียงเหนือ,มุกดาหาร,ชาย,174153,2565
1669,ตะวันออกเฉียงเหนือ,นครราชสีมา,หญิง,1338176,2565
1670,ตะวันออกเฉียงเหนือ,บุรีรัมย์,หญิง,795236,2565
1671,ตะวันออกเฉียงเหนือ,สุรินทร์,หญิง,690719,2565
1672,ตะวันออกเฉียงเหนือ,ศรีสะเกษ,หญิง,731011,2565
1673,ตะวันออกเฉียงเหนือ,อุบลราชธานี,หญิง,931871,2565
1674,ตะวันออกเฉียงเหนือ,ยโสธร,หญิง,266999,2565
1675,ตะวันออกเฉียงเหนือ,ชัยภูมิ,หญิง,566897,2565
1676,ตะวันออกเฉียงเหนือ,อำนาจเจริญ,หญิง,188582,2565
1677,ตะวันออกเฉียงเหนือ,บึงกาฬ,หญิง,210150,2565
1678,ตะวันออกเฉียงเหนือ,หนองบัวลำภู,หญิง,254968,2565
1679,ตะวันออกเฉียงเหนือ,ขอนแก่น,หญิง,908780,2565
1680,ตะวันออกเฉียงเหนือ,อุดรธานี,หญิง,788358,2565
1681,ตะวันออกเฉียงเหนือ,เลย,หญิง,316080,2565
1682,ตะวันออกเฉียงเหนือ,หนองคาย,หญิง,257958,2565
1683,ตะวันออกเฉียงเหนือ,มหาสารคาม,หญิง,482268,2565
1684,ตะวันออกเฉียงเหนือ,ร้อยเอ็ด,หญิง,652742,2565
1685,ตะวันออกเฉียงเหนือ,กาฬสินธุ์,หญิง,492652,2565
1686,ตะวันออกเฉียงเหนือ,สกลนคร,หญิง,576339,2565
1687,ตะวันออกเฉียงเหนือ,นครพนม,หญิง,359001,2565
1688,ตะวันออกเฉียงเหนือ,มุกดาหาร,หญิง,174423,2565
1689,ใต้,นครศรีธรรมราช,ชาย,761953,2565
1690,ใต้,กระบี่,ชาย,237015,2565
1691,ใต้,พังงา,ชาย,131445,2565
1692,ใต้,ภูเก็ต,ชาย,191134,2565
1693,ใต้,สุราษฎร์ธานี,ชาย,522723,2565
1694,ใต้,ระนอง,ชาย,90193,2565
1695,ใต้,ชุมพร,ชาย,249162,2565
1696,ใต้,สงขลา,ชาย,691475,2565
1697,ใต้,สตูล,ชาย,161460,2565
1698,ใต้,ตรัง,ชาย,311516,2565
1699,ใต้,พัทลุง,ชาย,253920,2565
1700,ใต้,ปัตตานี,ชาย,360489,2565
1701,ใต้,ยะลา,ชาย,269941,2565
1702,ใต้,นราธิวาส,ชาย,400933,2565
1703,ใต้,นครศรีธรรมราช,หญิง,782324,2565
1704,ใต้,กระบี่,หญิง,240441,2565
1705,ใต้,พังงา,หญิง,132189,2565
1706,ใต้,ภูเก็ต,หญิง,216041,2565
1707,ใต้,สุราษฎร์ธานี,หญิง,541932,2565
1708,ใต้,ระนอง,หญิง,89357,2565
1709,ใต้,ชุมพร,หญิง,256204,2565
1710,ใต้,สงขลา,หญิง,729987,2565
1711,ใต้,สตูล,หญิง,163074,2565
1712,ใต้,ตรัง,หญิง,326078,2565
1713,ใต้,พัทลุง,หญิง,267819,2565
1714,ใต้,ปัตตานี,หญิง,369212,2565
1715,ใต้,ยะลา,หญิง,272651,2565
1716,ใต้,นราธิวาส,หญิง,409752,2565
1717,ทั่วราชอาณาจักร,ทั่วราชอาณาจักร,ชาย,31729267,2566
1718,ทั่วราชอาณาจักร,ทั่วราชอาณาจักร,หญิง,33354569,2566
1719,กรุงเทพมหานคร,กรุงเทพมหานคร,ชาย,2508520,2566
1720,กรุงเทพมหานคร,กรุงเทพมหานคร,หญิง,2874718,2566
1721,กลาง,สมุทรปราการ,ชาย,639664,2566
1722,กลาง,นนทบุรี,ชาย,598387,2566
1723,กลาง,ปทุมธานี,ชาย,567154,2566
1724,กลาง,พระนครศรีอยุธยา,ชาย,392809,2566
1725,กลาง,อ่างทอง,ชาย,129676,2566
1726,กลาง,ลพบุรี,ชาย,363589,2566
1727,กลาง,สิงห์บุรี,ชาย,95838,2566
1728,กลาง,ชัยนาท,ชาย,152098,2566
1729,กลาง,สระบุรี,ชาย,312011,2566
1730,กลาง,ชลบุรี,ชาย,768918,2566
1731,กลาง,ระยอง,ชาย,370992,2566
1732,กลาง,จันทบุรี,ชาย,259638,2566
1733,กลาง,ตราด,ชาย,107546,2566
1734,กลาง,ฉะเชิงเทรา,ชาย,354498,2566
1735,กลาง,ปราจีนบุรี,ชาย,245505,2566
1736,กลาง,นครนายก,ชาย,127909,2566
1737,กลาง,สระแก้ว,ชาย,279021,2566
1738,กลาง,ราชบุรี,ชาย,405408,2566
1739,กลาง,กาญจนบุรี,ชาย,406591,2566
1740,กลาง,สุพรรณบุรี,ชาย,397771,2566
1741,กลาง,นครปฐม,ชาย,436759,2566
1742,กลาง,สมุทรสาคร,ชาย,267804,2566
1743,กลาง,สมุทรสงคราม,ชาย,89170,2566
1744,กลาง,เพชรบุรี,ชาย,230158,2566
1745,กลาง,ประจวบคีรีขันธ์,ชาย,263832,2566
1746,กลาง,สมุทรปราการ,หญิง,709064,2566
1747,กลาง,นนทบุรี,หญิง,693408,2566
1748,กลาง,ปทุมธานี,หญิง,632788,2566
1749,กลาง,พระนครศรีอยุธยา,หญิง,426277,2566
1750,กลาง,อ่างทอง,หญิง,141556,2566
1751,กลาง,ลพบุรี,หญิง,367474,2566
1752,กลาง,สิงห์บุรี,หญิง,105979,2566
1753,กลาง,ชัยนาท,หญิง,164804,2566
1754,กลาง,สระบุรี,หญิง,324543,2566
1755,กลาง,ชลบุรี,หญิง,814682,2566
1756,กลาง,ระยอง,หญิง,386578,2566
1757,กลาง,จันทบุรี,หญิง,272364,2566
1758,กลาง,ตราด,หญิง,110234,2566
1759,กลาง,ฉะเชิงเทรา,หญิง,370056,2566
1760,กลาง,ปราจีนบุรี,หญิง,251980,2566
1761,กลาง,นครนายก,หญิง,130944,2566
1762,กลาง,สระแก้ว,หญิง,279053,2566
1763,กลาง,ราชบุรี,หญิง,433030,2566
1764,กลาง,กาญจนบุรี,หญิง,410059,2566
1765,กลาง,สุพรรณบุรี,หญิง,428162,2566
1766,กลาง,นครปฐม,หญิง,474847,2566
1767,กลาง,สมุทรสาคร,หญิง,292084,2566
1768,กลาง,สมุทรสงคราม,หญิง,97870,2566
1769,กลาง,เพชรบุรี,หญิง,248809,2566
1770,กลาง,ประจวบคีรีขันธ์,หญิง,275387,2566
1771,เหนือ,เชียงใหม่,ชาย,782220,2566
1772,เหนือ,ลำพูน,ชาย,189565,2566
1773,เหนือ,ลำปาง,ชาย,346083,2566
1774,เหนือ,อุตรดิตถ์,ชาย,214298,2566
1775,เหนือ,แพร่,ชาย,205601,2566
1776,เหนือ,น่าน,ชาย,235681,2566
1777,เหนือ,พะเยา,ชาย,222032,2566
1778,เหนือ,เชียงราย,ชาย,568347,2566
1779,เหนือ,แม่ฮ่องสอน,ชาย,122436,2566
1780,เหนือ,นครสวรรค์,ชาย,498131,2566
1781,เหนือ,อุทัยธานี,ชาย,157453,2566
1782,เหนือ,กำแพงเพชร,ชาย,347772,2566
1783,เหนือ,ตาก,ชาย,274014,2566
1784,เหนือ,สุโขทัย,ชาย,280042,2566
1785,เหนือ,พิษณุโลก,ชาย,410822,2566
1786,เหนือ,พิจิตร,ชาย,254952,2566
1787,เหนือ,เพชรบูรณ์,ชาย,476233,2566
1788,เหนือ,เชียงใหม่,หญิง,779917,2566
1789,เหนือ,ลำพูน,หญิง,241157,2566
1790,เหนือ,ลำปาง,หญิง,132017,2566
1791,เหนือ,อุตรดิตถ์,หญิง,217954,2566
1792,เหนือ,แพร่,หญิง,542884,2566
1793,เหนือ,น่าน,หญิง,89450,2566
1794,เหนือ,พะเยา,หญิง,256174,2566
1795,เหนือ,เชียงราย,หญิง,730779,2566
1796,เหนือ,แม่ฮ่องสอน,หญิง,163195,2566
1797,เหนือ,นครสวรรค์,หญิง,325448,2566
1798,เหนือ,อุทัยธานี,หญิง,267444,2566
1799,เหนือ,กำแพงเพชร,หญิง,370960,2566
1800,เหนือ,ตาก,หญิง,274763,2566
1801,เหนือ,สุโขทัย,หญิง,412180,2566
1802,เหนือ,พิษณุโลก,หญิง,940443,2566
1803,เหนือ,พิจิตร,หญิง,1286706,2566
1804,เหนือ,เพชรบูรณ์,หญิง,969096,2566
1805,ตะวันออกเฉียงเหนือ,นครราชสีมา,ชาย,1285418,2566
1806,ตะวันออกเฉียงเหนือ,บุรีรัมย์,ชาย,778712,2566
1807,ตะวันออกเฉียงเหนือ,สุรินทร์,ชาย,679862,2566
1808,ตะวันออกเฉียงเหนือ,ศรีสะเกษ,ชาย,721897,2566
1809,ตะวันออกเฉียงเหนือ,อุบลราชธานี,ชาย,928108,2566
1810,ตะวันออกเฉียงเหนือ,ยโสธร,ชาย,263757,2566
